ID,site,sample.type,particle.number,analyzer,size.fraction,shape,colour,length,on.tape,notes,raman.ID,blank.match
EBCR6,Elliot Bay,Crabs,3,NP,>1 mm,fibre,Brown,1878.44,,,,
EBCR7,Elliot Bay,Crabs,1,NP,>1 mm,fibre,Clear,671.52,,Could not find for raman,,
EBCR7,Elliot Bay,Crabs,2,NP,>1 mm,fibre,Blue,2892.28,,,Unknown,
EBCR7,Elliot Bay,Crabs,3,NP,>1 mm,fibre,Purple,985.3,,,Cellulose,
EBCR7,Elliot Bay,Crabs,4,NP,>1 mm,fibre,Black,1063.8,,,Cellulose,
EBCR8,Elliot Bay,Crabs,NA,NP,>1 mm,NA,NA,NA,,,,
EBCR9,Elliot Bay,Crabs,1,NP,>1 mm,fibre,Black,8255.39,,,Cellulose,
EBCR10,Elliot Bay,Crabs,NA,NP,>1 mm,NA,NA,NA,,,,
EBCR11,Elliot Bay,Crabs,1,NP,>1 mm,fibre,Black,9848.97,,,Unknown,
EBCR12,Elliot Bay,Crabs,NA,NP,>1 mm,NA,NA,NA,,,,
EBCR13,Elliot Bay,Crabs,NA,NP,>1 mm,NA,NA,NA,,,,
EBCR14,Elliot Bay,Crabs,1,NP,>1 mm,fibre,Black,3667.73,,,Cellulose,
EBCR15,Elliot Bay,Crabs,NA,NP,>1 mm,NA,NA,NA,,,,
EBCR16,Elliot Bay,Crabs,1,NP,>1 mm,fibre,green,7415.3,,,Dye,
EBCR16,Elliot Bay,Crabs,2,NP,>1 mm,fibre,purple,1423.29,,,Cellulose,
EBCR16,Elliot Bay,Crabs,3,NP,>1 mm,fibre,clear,1490.79,,,Cellulose,
EBCR16,Elliot Bay,Crabs,4,NP,>1 mm,fibre,purple,524.67,,,Cellulose,
CBCR2,Coles Bay,Crabs,1,NP,>1 mm,fibre,Black,2668.88,,,Polyester,
CBCR3,Coles Bay,Crabs,NA,NP,>1 mm,NA,NA,NA,,,,
CBCR4,Coles Bay,Crabs,1,NP,>1 mm,fibre,Black,1623.08,,,Cellulose,
CBCR6,Coles Bay,Crabs,NA,NP,>1 mm,NA,NA,NA,,,,
CBCR7,Coles Bay,Crabs,NA,NP,>1 mm,NA,NA,NA,,,,
CBCR8,Coles Bay,Crabs,NA,NP,>1 mm,NA,NA,NA,,,,
CBCR9,Coles Bay,Crabs,NA,NP,>1 mm,NA,NA,NA,,,,
CBCR10,Coles Bay,Crabs,NA,NP,>1 mm,NA,NA,NA,,,,
CBCR11,Coles Bay,Crabs,NA,NP,>1 mm,NA,NA,NA,,,,
CBCR12,Coles Bay,Crabs,NA,NP,>1 mm,NA,NA,NA,,,,
CBCR13,Coles Bay,Crabs,NA,NP,>1 mm,NA,NA,NA,,,,
CBCR14,Coles Bay,Crabs,1,NP,>1 mm,fibre,clear,1534.02,,could not find for Raman,,
CBCR15,Coles Bay,Crabs,1,NP,>1 mm,fibre,Clear,1130.05,,,,
CBCR15,Coles Bay,Crabs,2,NP,>1 mm,fibre,Clear,818.97,,,,
CBCR15,Coles Bay,Crabs,3,NP,>1 mm,fibre,Clear,985.29,,,,
CBCR15,Coles Bay,Crabs,4,NP,>1 mm,fibre,Clear,1270.55,,,Acrylic,
CBCR15,Coles Bay,Crabs,5,NP,>1 mm,fibre,Clear,934.65,,,,
CBCR15,Coles Bay,Crabs,6,NP,>1 mm,fibre,Black,709.91,,,,
CBCR15,Coles Bay,Crabs,7,NP,>1 mm,fibre,Black,723.06,,could not find for Raman,,
CBCR15,Coles Bay,Crabs,8,NP,>1 mm,fibre,Black,953.7,,could not find for Raman,,
CBCR16,Coles Bay,Crabs,1,NP,>1 mm,fibre,Black,1198.55,,,Cellulose,
CBCR16,Coles Bay,Crabs,2,NP,>1 mm,fibre,Clear,999.92,,,,
CBCR16,Coles Bay,Crabs,3,NP,>1 mm,fibre,Black,2674.69,,,,
CBCR16,Coles Bay,Crabs,4,NP,>1 mm,fibre,Black,1244.74,,,Cellulose,
CBCR16,Coles Bay,Crabs,5,NP,>1 mm,fibre,Black,1892.04,,could not find for Raman,,
CBCR17,Coles Bay,Crabs,NA,NP,>1 mm,NA,NA,NA,,,,
CBCR18,Coles Bay,Crabs,1,NP,>1 mm,fibre,Blue,2214.17,,,Unknown,
CBCR18,Coles Bay,Crabs,2,NP,>1 mm,fibre,Blue,2357.54,,,Unknown,
CBCR18,Coles Bay,Crabs,3,NP,>1 mm,fibre,Black,2142.11,,Can't get a good spectra without burning,Unknown,
HPCR1,Victoria Harbour,Crabs,NA,NP,>1 mm,NA,NA,NA,,,,
HPCR2,Victoria Harbour,Crabs,1,NP,>1 mm,fibre,Black,1148.64,,Could not find for Raman,,
HPCR2,Victoria Harbour,Crabs,2,NP,>1 mm,fibre,Black,1881.45,,,,
HPCR2,Victoria Harbour,Crabs,3,NP,>1 mm,fibre,Black,1882.74,,,,
HPCR2,Victoria Harbour,Crabs,4,NP,>1 mm,fibre,Black,1218.88,,,,
HPCR2,Victoria Harbour,Crabs,5,NP,>1 mm,fibre,Black,2351.63,,,,
HPCR3,Victoria Harbour,Crabs,NA,NP,>1 mm,NA,NA,NA,,,,
HPCR4,Victoria Harbour,Crabs,1,NP,>1 mm,fibre,Black,1346.35,,Could not find for Raman,,
HPCR4,Victoria Harbour,Crabs,2,NP,>1 mm,fibre,Black,3010.54,,,Cellulose,
HPCR4,Victoria Harbour,Crabs,3,NP,>1 mm,fibre,Clear,2414.55,,,Unknown,
HPCR4,Victoria Harbour,Crabs,4,NP,>1 mm,fibre,Clear,4805.17,,,Cellulose,
HPCR5,Victoria Harbour,Crabs,1,NP,>1 mm,fibre,Clear,1036.52,,,,
HPCR5,Victoria Harbour,Crabs,2,NP,>1 mm,fibre,Black,1399.25,,,Cellulose,
HPCR5,Victoria Harbour,Crabs,3,NP,>1 mm,fibre,Clear,1093.74,,,Additive,
HPCR5,Victoria Harbour,Crabs,4,NP,>1 mm,fibre,Clear,1648.51,,,,
HPCR5,Victoria Harbour,Crabs,5,NP,>1 mm,fibre,Clear,3080.09,,,Cellulose,
HPCR5,Victoria Harbour,Crabs,6,NP,>1 mm,fibre,Clear,1896.09,,,,
HPCR5,Victoria Harbour,Crabs,7,NP,>1 mm,fibre,Clear,4479.22,,,,
HPCR5,Victoria Harbour,Crabs,8,NP,>1 mm,fibre,Clear,1928.74,,,,
HPCR5,Victoria Harbour,Crabs,9,NP,>1 mm,fibre,Clear,4335.98,,,Polystyrene,
HPCR5,Victoria Harbour,Crabs,10,NP,>1 mm,fibre,Clear,2763.93,,,,
HPCR5,Victoria Harbour,Crabs,11,NP,>1 mm,fibre,Clear,2814.06,,,,
HPCR5,Victoria Harbour,Crabs,12,NP,>1 mm,fibre,Clear,902.33,,,,
HPCR5,Victoria Harbour,Crabs,13,NP,>1 mm,fibre,Clear,886.59,,,,
HPCR6,Victoria Harbour,Crabs,1,NP,>1 mm,fibre,Clear,944.96,,,,
HPCR6,Victoria Harbour,Crabs,2,NP,>1 mm,fibre,Blue,1000.92,,,Unknown,
HPCR6,Victoria Harbour,Crabs,3,NP,>1 mm,fibre,Clear,2423.81,,,Cellulose,
HPCR7,Victoria Harbour,Crabs,NA,NP,>1 mm,NA,NA,NA,,,,
HPCR8,Victoria Harbour,Crabs,1,NP,>1 mm,fibre,Clear,4353.75,,,,
HPCR9,Victoria Harbour,Crabs,1,NP,>1 mm,fibre,Clear,2032.24,,,,
HPCR10,Victoria Harbour,Crabs,1,NP,>1 mm,fibre,Clear,1007.61,,"These unknown 'black' fibres are actually clear up close, and I suspect they're chitin.",Unknown,
HPCR10,Victoria Harbour,Crabs,2,NP,>1 mm,fibre,Blue,673.43,,,Unknown,
HPCR11,Victoria Harbour,Crabs,,NP,>1 mm,NA,NA,NA,NA,,,
HPCR10,Victoria Harbour,Crabs,3,NP,>1 mm,fibre,Black,10481.58,,could not find for Raman,,
HPCR12,Victoria Harbour,Crabs,NA,NP,>1 mm,NA,NA,NA,,,,
HPCR13,Victoria Harbour,Crabs,1,NP,>1 mm,fibre,Black,1309.01,,,Cellulose,
HPCR14,Victoria Harbour,Crabs,NA,NP,>1 mm,NA,NA,NA,,,,
HPCR15,Victoria Harbour,Crabs,NA,NP,>1 mm,NA,NA,NA,,,,
CBCR3,Coles Bay,Crabs,,BB,<1000,fiber,black,807.36,no,dropped,,1
CBCR6,Coles Bay,Crabs,NA,BB,<1000,NA,NA,NA,NA,,,1
CBCR7,Coles Bay,Crabs,792,BB,<1000,fiber,clear,1703.22,,,,1
CBCR7,Coles Bay,Crabs,793,BB,<1000,fiber,clear,2769.55,,,,1
CBCR10,Coles Bay,Crabs,NA,BB,<1000,NA,NA,NA,NA,,,1
CBCR12,Coles Bay,Crabs,NA,BB,<1000,NA,NA,NA,NA,,,1
CBCR13,Coles Bay,Crabs,794,BB,<1000,fiber,black,570.71,yes,,,1
CBCR14,Coles Bay,Crabs,NA,BB,<1000,NA,NA,NA,NA,,,1
CBCR15,Coles Bay,Crabs,NA,BB,<1000,NA,NA,NA,NA,*lots of debris,,1
CBCR16,Coles Bay,Crabs,795,BB,<1000,fiber,blue,1020.21,,*lots of debris,,1
CBCR17,Coles Bay,Crabs,796,BB,<1000,fiber,black,2106.11,yes,,,1
CBCR17,Coles Bay,Crabs,797,BB,<1000,fiber,blue,1170.47,yes,,,1
CBCR17,Coles Bay,Crabs,798,BB,<1000,fiber,black,1851.28,yes,,,1
CBCR17,Coles Bay,Crabs,799,BB,<1000,fiber,blue,391.27,yes,,,1
CBCR18,Coles Bay,Crabs,800,BB,<1000,fiber,black,823.47,yes,,,1
CBCRPB1,Coles Bay,Blanks,801,BB,<1000,fragment,yellow,109.57,yes,,,1
CBCRPB3,Coles Bay,Blanks,NA,BB,<1000,NA,NA,NA,NA,,,1
EBCR2,Elliot Bay,Crabs,802,BB,<1000,fiber,blue,586.96,yes,,,2
EBCR3,Elliot Bay,Crabs,803,BB,<1000,fiber,gold,868.79,yes,*lots of debris,,2
EBCR5,Elliot Bay,Crabs,NA,BB,<1000,NA,NA,NA,NA,*lots of debris,,2
EBCR6,Elliot Bay,Crabs,804,BB,<1000,fiber,black,667.15,yes,,,2
EBCR7,Elliot Bay,Crabs,NA,BB,<1000,NA,NA,NA,NA,*lots of debris,,2
EBCR9,Elliot Bay,Crabs,NA,BB,<1000,NA,NA,NA,NA,,,2
EBCR10,Elliot Bay,Crabs,NA,BB,<1000,NA,NA,NA,NA,,,2
EBCR12,Elliot Bay,Crabs,NA,BB,<1000,NA,NA,NA,NA,,,2
EBCR14,Elliot Bay,Crabs,NA,BB,<1000,NA,NA,NA,NA,,,2
EBCR15,Elliot Bay,Crabs,805,BB,<1000,fiber,blue,881.19,yes,,,2
EBCR16,Elliot Bay,Crabs,806,BB,<1000,fiber,blue,766.82,yes,,,2
EBCR16,Elliot Bay,Crabs,,BB,<1000,fiber,black,877.66,no,dropped,,2
EBCRPB1,Elliot Bay,Blanks,807,BB,<1000,fiber,black,951.69,yes,,,2
EBCRPB2,Elliot Bay,Blanks,808,BB,<1000,fiber,black,567.29,yes,,,2
HPCR1,Victoria Harbour,Crabs,NA,BB,<1000,NA,NA,NA,NA,,,3
HPCR2,Victoria Harbour,Crabs,NA,BB,<1000,NA,NA,NA,NA,,,3
HPCR3,Victoria Harbour,Crabs,NA,BB,<1000,NA,NA,NA,NA,*lots of debris,,3
HPCR4,Victoria Harbour,Crabs,NA,BB,<1000,NA,NA,NA,NA,*lots of debris,,3
HPCR7,Victoria Harbour,Crabs,NA,BB,<1000,NA,NA,NA,NA,*lots of debris,,3
HPCR8,Victoria Harbour,Crabs,NA,BB,<1000,NA,NA,NA,NA,*lots of debris,,3
HPCR9,Victoria Harbour,Crabs,809,BB,<1000,fiber,black,2893.01,yes,,,3
HPCR10,Victoria Harbour,Crabs,NA,BB,<1000,NA,NA,NA,NA,,,3
HPCR12,Victoria Harbour,Crabs,NA,BB,<1000,NA,NA,NA,NA,    ,,3
HPCR15,Victoria Harbour,Crabs,810,BB,<1000,fiber,clear,1436.97,yes,,,3
HPCR15,Victoria Harbour,Crabs,811,BB,<1000,fiber,blue,1248.11,yes,,,3
HPCRPB2,Victoria Harbour,Blanks,NA,BB,<1000,NA,NA,NA,NA,,,3
HPCRPB3,Victoria Harbour,Blanks,NA,BB,<1000,NA,NA,NA,NA,,,3
CBCR2,Coles Bay,Crabs,1069,BB,<1000,fiber,black,892.13,yes,,,1
CBCR4,Coles Bay,Crabs,1070,BB,<1000,fiber,brown,2064.54,yes,,,1
CBCR8,Coles Bay,Crabs,NA,BB,<1000,NA,NA,NA,NA,,,1
CBCR9,Coles Bay,Crabs,NA,BB,<1000,NA,NA,NA,NA,,,1
CBCRPB2,Coles Bay,Blanks,1071,BB,<1000,fiber,blue,1086.48,yes,,,1
EBCR1,Elliot Bay,Crabs,1072,BB,<1000,fiber,blue,5825.48,yes,,,2
EBCR4,Elliot Bay,Crabs,NA,BB,<1000,NA,NA,NA,NA,,,2
EBCR8,Elliot Bay,Crabs,NA,BB,<1000,NA,NA,NA,NA,,,2
EBCR11,Elliot Bay,Crabs,1073,BB,<1000,fiber,blue,1077.45,yes,,,2
EBCRPB3,Elliot Bay,Blanks,NA,BB,<1000,NA,NA,NA,NA,,,2
HPCR5,Victoria Harbour,Crabs,NA,BB,<1000,NA,NA,NA,NA,,,3
HPCR6,Victoria Harbour,Crabs,NA,BB,<1000,NA,NA,NA,NA,,,3
HPCR11,Victoria Harbour,Crabs,NA,BB,<1000,NA,NA,NA,NA,,,3
