ID,site,sample.type,particle.number,aNAlyzer,size.fraction,shape,colour,length,on.tape,notes,raman.ID,blank.match,user.id
CBPJ2,Coles Bay,Plankton Jars,942,BB,>1,fiber,black,820.85,yes,,Cellulose,5,N
CBPJ5,Coles Bay,Plankton Jars,943,BB,>1,fragment,brown,719.99,yes,Can't get a good spectra without burning,Unknown,5,S
CBPJ5,Coles Bay,Plankton Jars,944,BB,>1,fiber,blue,1382.83,yes,Could be denim,Cellulose,5,N
CBPJ5,Coles Bay,Plankton Jars,945,BB,>1,fiber,black,768.01,yes,,Cellulose,5,N
CBPJ5,Coles Bay,Plankton Jars,946,BB,>1,fiber,red,1999.63,yes,,Cellulose,5,N
CBPJ5,Coles Bay,Plankton Jars,947,BB,>1,fiber,blue,498.86,yes,Could be denim,Cellulose,5,N
CBPJ5,Coles Bay,Plankton Jars,948,BB,>1,fiber,black,709.64,yes,Could not find for Raman,,5,N
CBPJ5,Coles Bay,Plankton Jars,949,BB,>1,fiber,red,615.01,yes,"Spectra kind of like dyed cellulose, physically looks like Rayon",Rayon,5,S
CBPJ5,Coles Bay,Plankton Jars,950,BB,>1,fiber,blue,1665.48,yes,,Plastics Dye,5,N
CBPJ5,Coles Bay,Plankton Jars,951,BB,>1,fiber,blue,1569.9,yes,,Polyester,5,N
CBPJ5,Coles Bay,Plankton Jars,952,BB,>1,fiber,blue,1553.71,yes,Could be denim,Cellulose,5,N
CBPJ5,Coles Bay,Plankton Jars,953,BB,>1,fiber,clear,4136.24,yes,,Polyester,5,N
CBPJ5,Coles Bay,Plankton Jars,954,BB,>1,fiber,red,218.87,yes,,Nylon,5,S
CBPJ5,Coles Bay,Plankton Jars,955,BB,>1,fiber,black,931.02,yes,,Polyester,5,S
CBPJ5,Coles Bay,Plankton Jars,956,BB,>1,fiber,clear,2426.27,yes,,Cellulose,5,N
CBPJ5,Coles Bay,Plankton Jars,957,BB,>1,fiber,clear,2125.79,yes,,Acrylic,5,S
EBPJ4,Elliot Bay,Plankton Jars,958,BB,>1,fiber,red,490.84,yes,,Polyester,5,S
EBPJ4,Elliot Bay,Plankton Jars,959,BB,>1,fiber,red,395.73,yes,,Cellulose,5,N
EBPJ4,Elliot Bay,Plankton Jars,,BB,>1,fiber,red,444.59,no,dropped,,5,N
EBPJ4,Elliot Bay,Plankton Jars,960,BB,>1,fiber,black,331.52,yes,,Cellulose,5,N
EBPJ4,Elliot Bay,Plankton Jars,961,BB,>1,fiber,blue,994.84,yes,Could be denim,Cellulose,5,N
EBPJ5,Elliot Bay,Plankton Jars,962,BB,>1,fiber,blue,1083.63,yes,Could be denim,Cellulose,5,N
EBPJ5,Elliot Bay,Plankton Jars,,BB,>1,fiber,blue,452.14,no,dropped,,5,N
EBPJ5,Elliot Bay,Plankton Jars,963,BB,>1,fiber,blue,387.9,yes,,Cellulose,5,N
EBPJ5,Elliot Bay,Plankton Jars,964,BB,>1,fiber,blue,432.9,yes,Could be denim,Cellulose,5,N
EBPJ5,Elliot Bay,Plankton Jars,965,BB,>1,fiber,blue,1184.04,yes,,Cellulose,5,N
EBPJ5,Elliot Bay,Plankton Jars,966,BB,>1,fiber,orange,4530.02,yes,,Cellulose,5,N
EBPJ5,Elliot Bay,Plankton Jars,967,BB,>1,fiber,red,559.9,no,dropped,,5,N
EBPJ5,Elliot Bay,Plankton Jars,967,BB,>1,fiber,blue,759.98,yes,Could be denim,Cellulose,5,S
EBPJ5,Elliot Bay,Plankton Jars,968,BB,>1,fiber,black,1207.79,yes,,Polyester,5,S
EBPJ5,Elliot Bay,Plankton Jars,969,BB,>1,fiber,blue,1279.76,yes,,Cellulose,5,N
Aug28PB1,,Blanks,NA,BB,>1,NA,NA,NA,NA,,,5,NA
HPPJ4,Victoria Harbour,Plankton Jars,970,BB,>1,fiber,red,1310.29,yes,,Cellulose,6,S
HPPJ4,Victoria Harbour,Plankton Jars,971,BB,>1,fiber,purple,431.07,yes,,Cellulose,6,N
HPPJ4,Victoria Harbour,Plankton Jars,972,BB,>1,fiber,green,1379.56,yes,,Cellulose,6,N
HPPJ4,Victoria Harbour,Plankton Jars,973,BB,>1,fiber,black,667.66,yes,,Cellulose,6,N
HPPJ4,Victoria Harbour,Plankton Jars,974,BB,>1,fiber,black,882.21,yes,Could be denim,Cellulose,6,N
HPPJ4,Victoria Harbour,Plankton Jars,975,BB,>1,fiber,purple,15331.1,yes,"Cellulose spectra, physically looks like rayon",Rayon,6,S
HPPJ4,Victoria Harbour,Plankton Jars,976,BB,>1,fiber,blue,3965.22,yes,,Cellulose,6,N
HPPJ4,Victoria Harbour,Plankton Jars,,BB,>1,fiber,black,527.83,no,dropped,,6,S
HPPJ4,Victoria Harbour,Plankton Jars,977,BB,>1,fiber,blue,1826.83,yes,"Cellulose spectra, physically looks like rayon",Rayon,6,S
HPPJ4,Victoria Harbour,Plankton Jars,978,BB,>1,fiber,black,1799.1,yes,,Cellulose,6,N
HPPJ4,Victoria Harbour,Plankton Jars,979,BB,>1,fiber,blue,379.79,yes,Could be denim,Cellulose,6,N
HPPJ4,Victoria Harbour,Plankton Jars,980,BB,>1,fiber,blue,360.05,yes,,Cellulose,6,S
HPPJ4,Victoria Harbour,Plankton Jars,981,BB,>1,fiber,red,1285.49,yes,,Cellulose,6,N
HPPJ4,Victoria Harbour,Plankton Jars,982,BB,>1,fragment,red,112.67,yes,,Plastic Dye,6,S
HPPJ4,Victoria Harbour,Plankton Jars,983,BB,>1,fiber,red,1013.05,yes,,Cellulose,6,N
HPPJ4,Victoria Harbour,Plankton Jars,984,BB,>1,fiber,black,540.33,yes,,Unknown,6,S
HPPJ4,Victoria Harbour,Plankton Jars,985,BB,>1,fiber,black,1923.6,yes,,Cellulose,6,N
HPPJ4,Victoria Harbour,Plankton Jars,986,BB,>1,fiber,black,894.49,yes,,Cellulose,6,S
HPPJ4,Victoria Harbour,Plankton Jars,987,BB,>1,fiber,black,661.05,yes,Could be denim,Unknown,6,N
HPPJ4,Victoria Harbour,Plankton Jars,988,BB,>1,fiber,red,2517.02,yes,,Cellulose,6,N
HPPJ4,Victoria Harbour,Plankton Jars,989,BB,>1,fiber,blue,1096.95,yes,,"Cellulose
",6,S
HPPJ4,Victoria Harbour,Plankton Jars,990,BB,>1,fiber,blue,1251.42,yes,no photo,Unknown,6,N
HPPJ4,Victoria Harbour,Plankton Jars,991,BB,>1,fiber,clear,1887.82,yes,,Cellulose,6,N
HPPJ4,Victoria Harbour,Plankton Jars,992,BB,>1,fiber,brown,304.51,yes,Can't get good spectra without burning,Unknown,6,S
HPPJ4,Victoria Harbour,Plankton Jars,993,BB,>1,fiber,black,449.28,yes,"Cellulose spectra, physically looks like rayon",Rayon,6,S
HPPJ4,Victoria Harbour,Plankton Jars,994,BB,>1,fiber,green,539.15,yes,,Polyester,6,S
HPPJ4,Victoria Harbour,Plankton Jars,995,BB,>1,fiber,blue,2063.92,yes,Could be denim,Cellulose,6,N
HPPJ4,Victoria Harbour,Plankton Jars,996,BB,>1,fiber,clear,1056.53,yes,,Cellulose,6,N
HPPJ4,Victoria Harbour,Plankton Jars,997,BB,>1,fiber,black,1224.64,yes,,Cellulose,6,N
HPPJ4,Victoria Harbour,Plankton Jars,998,BB,>1,fiber,blue,776.61,yes,,Cellulose,6,N
Sep10PB3,,Blanks,999,BB,>1,fiber,black,1790.3,yes,Can't get good spectra without burning but physically looks like rayon,Rayon,6,S
