ID,site,sample.type,particle.number,analyzer,size.fraction,shape,colour,length,on.tape,notes,raman.ID,blank.match
EBMU3,Elliot Bay,Mussels,595,BB,Jan-00,fibre,black,879.24,yes,Too much fluorescence to get a good spectra,Unknown,2
EBMU3,Elliot Bay,Mussels,596,BB,Jan-00,fibre,black,9240.14,yes,,Unknown,2
EBMU3,Elliot Bay,Mussels,597,BB,Jan-00,fibre,black,681.31,yes,,Polyester,2
EBMU5,Elliot Bay,Mussels,598,BB,Jan-00,fibre,clear,1092.44,yes,,Cellulose,2
EBMU5,Elliot Bay,Mussels,599,BB,Jan-00,fibre,clear,577.67,yes,,Cellulose,2
EBMU5,Elliot Bay,Mussels,600,BB,Jan-00,fibre,clear,1048.86,yes,,Cellulose,2
EBMU5,Elliot Bay,Mussels,,BB,Jan-00,fibre,blue,1902.93,no,dropped,,2
EBMU5,Elliot Bay,Mussels,601,BB,Jan-00,fibre,black,362.58,yes,,Polyester,2
EBMU6,Elliot Bay,Mussels,602,BB,Jan-00,fibre,green,304.35,yes,Too much fluoresence to get a good spectra,Unknown,2
EBMU6,Elliot Bay,Mussels,603,BB,Jan-00,fragment,black,434.03,yes,,Unknown,2
EBMU8,Elliot Bay,Mussels,604,BB,Jan-00,fibre,clear,760.2,yes,,Cellulose,2
EBMU10,Elliot Bay,Mussels,605,BB,Jan-00,fibre,clear,622.46,yes,,Cellulose,2
EBMU11,Elliot Bay,Mussels,606,BB,Jan-00,fibre,clear,469.23,yes,,Cellulose,2
EBMU11,Elliot Bay,Mussels,607,BB,Jan-00,fibre,clear,733.17,yes,,Cellulose,2
EBMU12,Elliot Bay,Mussels,608,BB,Jan-00,fibre,blue,909.35,yes,Probably denim,Unknown,2
EBMU13,Elliot Bay,Mussels,609,BB,Jan-00,fibre,blue,578.82,yes,,Polyester,2
EBMU13,Elliot Bay,Mussels,610,BB,Jan-00,fibre,blue,1983.59,yes,Probably denim,Unknown,2
EBMU15,Elliot Bay,Mussels,611,BB,Jan-00,fibre,clear,456.11,yes,,Polyester,2
EBMU15,Elliot Bay,Mussels,612,BB,Jan-00,fibre,blue,1091.82,yes,,Dye,2
EBPB1,Elliot Bay,Blanks,647,BB,Jan-00,fibre,blue,707.98,yes,Probably denim,Unknown,2
EBPB1,Elliot Bay,Blanks,648,BB,Jan-00,fibre,blue,2840.79,yes,,Polyester,2
EBPB2,Elliot Bay,Blanks,NA,NA,Jan-00,NA,NA,NA,NA,,,2
HPMU1,Victoria Harbour,Mussels,613,BB,Jan-00,fibre,clear,1454.53,yes,,Cellulose,3
HPMU3,Victoria Harbour,Mussels,614,BB,Jan-00,fibre,green,953.4,yes,,"Dye
",3
HPMU3,Victoria Harbour,Mussels,615,BB,Jan-00,fibre,clear,1014.56,yes,,Cellulose,3
HPMU3,Victoria Harbour,Mussels,616,BB,Jan-00,fibre,clear,400.46,yes,,"Cellulose
",3
HPMU3,Victoria Harbour,Mussels,617,BB,Jan-00,fibre,black,403.35,yes,,Polyester,3
HPMU5,Victoria Harbour,Mussels,618,BB,Jan-00,fibre,clear,776.28,yes,,Polyester,3
HPMU6,Victoria Harbour,Mussels,619,BB,Jan-00,fibre,yellow,841.8,yes,,Wool,3
HPMU6,Victoria Harbour,Mussels,620,BB,Jan-00,fibre,clear,2480.86,yes,,Cellulose,3
HPMU6,Victoria Harbour,Mussels,621,BB,Jan-00,fibre,blue,782.38,yes,Probably denim,Unknown,3
HPMU7,Victoria Harbour,Mussels,622,BB,Jan-00,fibre,clear,646.1,yes,notably lots of debris/larger fibers in this sample,Cellulose,3
HPMU7,Victoria Harbour,Mussels,623,BB,Jan-00,fibre,clear,2635.97,yes,,Cellulose,3
HPMU7,Victoria Harbour,Mussels,624,BB,Jan-00,fibre,clear,858.28,yes,,Cellulose,3
HPMU7,Victoria Harbour,Mussels,625,BB,Jan-00,fibre,black,3801.71,yes,,Polyester,3
HPMU7,Victoria Harbour,Mussels,626,BB,Jan-00,fibre,blue,3160.08,yes,Probably denim,Unknown,3
HPMU7,Victoria Harbour,Mussels,627,BB,Jan-00,fibre,blue,1468.08,yes,Probably denim,Unknown,3
HPMU7,Victoria Harbour,Mussels,628,BB,Jan-00,fibre,clear,3500.19,yes,,Cellulose,3
HPMU7,Victoria Harbour,Mussels,629,BB,Jan-00,fibre,black,1642.45,yes,,Unknown,3
HPMU8,Victoria Harbour,Mussels,630,BB,Jan-00,fibre,clear,718.77,yes,,Cellulose,3
HPMU8,Victoria Harbour,Mussels,631,BB,Jan-00,fibre,yellow,744.13,yes,,Polyester,3
HPMU9,Victoria Harbour,Mussels,632,BB,Jan-00,fibre,yellow,1749.39,yes,,Unknown Polymer,3
HPMU9,Victoria Harbour,Mussels,633,BB,Jan-00,fibre,orange,681.6,yes,,Cellulose,3
HPMU11,Victoria Harbour,Mussels,634,BB,Jan-00,fibre,red,1254,yes,,Cellulose,3
HPMU11,Victoria Harbour,Mussels,635,BB,Jan-00,fibre,green,1072.88,yes,,Dye,3
HPMU11,Victoria Harbour,Mussels,636,BB,Jan-00,fibre,blue,2360.55,yes,,Cellulose,3
HPMU14,Victoria Harbour,Mussels,NA,BB,Jan-00,NA,NA,NA,NA,,,3
HPMU15,Victoria Harbour,Mussels,637,BB,Jan-00,fibre,clear,6212.61,yes,Could be human hair,Wool,3
HPMU15,Victoria Harbour,Mussels,638,BB,Jan-00,fibre,clear,1584.25,yes,,Polyester,3
HPPB1,Victoria Harbour,Blanks,NA,NA,Jan-00,NA,NA,NA,NA,,,3
HPPB3,Victoria Harbour,Blanks,646,BB,Jan-00,fibre,clear,705.16,yes,,Cellulose,3
